SAC/alpha_step,SAC/alpha_loss_step,SAC/loss_pi_step,SAC/loss_q_step,SAC/grad_norm/alpha_step,SAC/grad_norm/pi_step,SAC/grad_norm/q_step,epoch,step,SAC/alpha_epoch,SAC/q/dataset/mean,SAC/q/dataset/min,SAC/q/dataset/max,SAC/q/policy/mean,SAC/q/policy/min,SAC/q/policy/max,SAC/q/dataset_vs_policy,SAC/td_error/min,SAC/td_error/max,SAC/td_error/mean,SAC/alpha_loss_epoch,SAC/loss_pi_epoch,SAC/loss_q_epoch,SAC/grad_norm/alpha_epoch,SAC/grad_norm/pi_epoch,SAC/grad_norm/q_epoch,Evaluation/return/mean,Evaluation/return/min,Evaluation/return/max,Evaluation/return/median,Evaluation/return/std,Evaluation/length/mean,Evaluation/length/min,Evaluation/length/max,Evaluation/length/std,return
0.9851551651954651,-0.05059092491865158,-1.910466194152832,1.0291359424591064,3.45143461227417,1.5074734687805176,0.490470290184021,0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9706850051879883,-0.09998473525047302,-1.167109727859497,1.1901419162750244,3.3948097229003906,1.3467440605163574,0.41995495557785034,0,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9562297463417053,-0.14184033870697021,-1.1836438179016113,0.9479142427444458,3.1905057430267334,1.355710744857788,0.49706199765205383,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.942132830619812,-0.18493333458900452,-1.4492294788360596,1.393048644065857,3.1179728507995605,1.49330472946167,0.5700631737709045,0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9284535050392151,-0.21843741834163666,-1.0927824974060059,0.9345494508743286,2.9539520740509033,1.7792028188705444,0.6209535598754883,0,249,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9152376651763916,-0.27209240198135376,-1.419111967086792,0.8456252813339233,3.081735849380493,1.9144700765609741,1.264793038368225,0,299,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9026606678962708,-0.30744612216949463,-1.7468242645263672,1.3148456811904907,3.010413408279419,1.8249430656433105,0.914002537727356,0,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.890338659286499,-0.3567931354045868,-2.21704363822937,1.2179481983184814,3.0790822505950928,1.7908954620361328,0.9482511281967163,0,399,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8783841729164124,-0.36459046602249146,-2.134716033935547,1.2747483253479004,2.817490577697754,1.1189364194869995,1.9431203603744507,0,449,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8666855096817017,-0.36339494585990906,-2.399557113647461,1.1042742729187012,2.5446314811706543,1.9120893478393555,0.9197013974189758,0,499,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8549981117248535,-0.4467448890209198,-2.5470218658447266,2.605039119720459,2.856537342071533,2.5724408626556396,0.8546581864356995,0,549,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.843585729598999,-0.4512403607368469,-2.9130353927612305,1.0949816703796387,2.6571998596191406,1.5281195640563965,1.341508150100708,0,599,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8323925733566284,-0.5891918540000916,-3.395402193069458,0.7882949113845825,3.2162373065948486,2.4903953075408936,1.047864317893982,0,649,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.820976734161377,-0.6159005165100098,-4.076271057128906,1.047822117805481,3.126830577850342,1.4526011943817139,1.0014991760253906,0,699,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8095672130584717,-0.6290861964225769,-1.9525096416473389,0.7753967046737671,2.981999635696411,1.5519180297851562,2.002305746078491,0,749,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7980957627296448,-0.5745909810066223,-0.05521252751350403,0.9305919408798218,2.5509591102600098,2.0889127254486084,1.2766293287277222,0,799,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.786902666091919,-0.6825469136238098,-2.544787883758545,0.8444400429725647,2.8513991832733154,1.0224462747573853,1.1972925662994385,0,849,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7756317853927612,-0.6962190866470337,-2.4948232173919678,1.1578123569488525,2.7433371543884277,1.2715814113616943,1.654841661453247,0,899,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7644367814064026,-0.6289768815040588,-1.9279334545135498,1.052640438079834,2.3440043926239014,1.676356554031372,1.3367396593093872,0,949,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7536658048629761,-0.7718473672866821,-3.774345874786377,0.6063686609268188,2.7320806980133057,1.2166268825531006,1.5634942054748535,0,999,,,,,,,,,,,,,,,,,,,,,,,,,,,
